id,displayName,appId,applicationType
257fbcfb-7fa1-4721-bd10-e8f1df555254,MicrosoftTeamsCortanaSkills,2bb78a2a-f8f1-4bc3-8ecf-c1e15a0726e6,Microsoft Application
25ce0d12-77bd-49ce-a9d2-2de17e4b7571,CABProvisioning,5da7367f-09c8-493e-8fd4-638089cddec3,Microsoft Application
25d4e09e-e12a-43fd-b02e-769e72a9c19b,Microsoft Policy Insights Provider Data Plane,8cae6e77-e04e-42ce-b5cb-50d82bce26b1,Microsoft Application
25e96826-ef00-442b-82a3-c2e0ab250330,Compute Usage Provider,a303894e-f1d8-4a37-bf10-67aa654a0596,Microsoft Application
26250f30-a0db-47fd-96cd-aa3579f89324,Azure CosmosDB for PostgreSQL Microsoft EntraId,ecafc2d9-cf1a-49a7-b60f-e44e34a988d2,Microsoft Application
26c57cfa-0e4f-4f4c-8183-65dd3562dcbf,HPC Cache Resource Provider,4392ab71-2ce2-4b0d-8770-b352745c73f5,Microsoft Application
26de1839-9635-4ec1-b5a0-cee0b73ad8d5,Office 365 Mover,d62121f3-e023-4972-b6b0-794190c0fd98,Microsoft Application
270c82fc-13e1-465d-9acd-4c6391ddf5cc,Azure Windows VM Sign-In,372140e0-b3b7-4226-8ef9-d57986796201,Microsoft Application
2789980b-ce2c-4d1d-9fa3-094504a5645e,Common Job Provider,a99783bc-5466-4cef-82eb-ebf285d77131,Microsoft Application
27a605bd-180a-4222-84c8-f8c99b919684,Azure Compute,579d9c9d-4c83-4efc-8124-7eba65ed3356,Microsoft Application
27bb8476-8ca7-4034-a3a7-bcdcc76b140f,AML Registries,44b7b882-eb46-485c-9c78-686f6b67b176,Microsoft Application
284b5921-2b57-41a2-b26d-651ce7b8e331,Viva Engage,00000005-0000-0ff1-ce00-000000000000,Microsoft Application
289e30fe-ce41-4772-a782-bfdb7d3984ca,SliManagementApiService,590ebdd1-291d-4daa-b9bb-680ca04612bd,Microsoft Application
